Fold,Method,Alpha,Budget,Delta,White,Alchy,Junky,Super,Married,Felon,Workrel,Propty,Person,Male,Priors,School,Rule,Age,Tservd,Follow
1,Baseline,0.0,0.3,1.0,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,Baseline (OAF),0.0,0.3,1.0,0.0,0.2222222222222222,0.027777777777777776,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.25,0.4444444444444444,0.0,0.0,0.0
1,RACT,0.0,0.3,0.2,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.3,0.25,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.3,0.3,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.3,0.35,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.3,0.4,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.025,0.3,0.2,0.08527131782945736,0.03875968992248062,0.023255813953488372,0.031007751937984496,0.046511627906976744,0.0,0.023255813953488372,0.0,0.03875968992248062,0.031007751937984496,0.031007751937984496,0.13953488372093023,0.12403100775193798,0.14728682170542637,0.14728682170542637,0.09302325581395349
1,RACT,0.025,0.3,0.25,0.08527131782945736,0.03875968992248062,0.023255813953488372,0.031007751937984496,0.046511627906976744,0.0,0.023255813953488372,0.0,0.03875968992248062,0.031007751937984496,0.031007751937984496,0.13953488372093023,0.12403100775193798,0.14728682170542637,0.14728682170542637,0.09302325581395349
1,RACT,0.025,0.3,0.3,0.08527131782945736,0.03875968992248062,0.023255813953488372,0.031007751937984496,0.046511627906976744,0.0,0.023255813953488372,0.0,0.03875968992248062,0.031007751937984496,0.031007751937984496,0.13953488372093023,0.12403100775193798,0.14728682170542637,0.14728682170542637,0.09302325581395349
1,RACT,0.025,0.3,0.35,0.08527131782945736,0.03875968992248062,0.023255813953488372,0.031007751937984496,0.046511627906976744,0.0,0.023255813953488372,0.0,0.03875968992248062,0.031007751937984496,0.031007751937984496,0.13953488372093023,0.12403100775193798,0.14728682170542637,0.14728682170542637,0.09302325581395349
1,RACT,0.025,0.3,0.4,0.08527131782945736,0.03875968992248062,0.023255813953488372,0.031007751937984496,0.046511627906976744,0.0,0.023255813953488372,0.0,0.03875968992248062,0.031007751937984496,0.031007751937984496,0.13953488372093023,0.12403100775193798,0.14728682170542637,0.14728682170542637,0.09302325581395349
1,RACT,0.05,0.3,0.2,0.09090909090909091,0.032467532467532464,0.032467532467532464,0.045454545454545456,0.045454545454545456,0.01948051948051948,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.07142857142857142,0.11688311688311688,0.07142857142857142,0.12987012987012986,0.14285714285714285,0.09740259740259741
1,RACT,0.05,0.3,0.25,0.09090909090909091,0.032467532467532464,0.032467532467532464,0.045454545454545456,0.045454545454545456,0.01948051948051948,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.07142857142857142,0.11688311688311688,0.07142857142857142,0.12987012987012986,0.14285714285714285,0.09740259740259741
1,RACT,0.05,0.3,0.3,0.09090909090909091,0.032467532467532464,0.032467532467532464,0.045454545454545456,0.045454545454545456,0.01948051948051948,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.07142857142857142,0.11688311688311688,0.07142857142857142,0.12987012987012986,0.14285714285714285,0.09740259740259741
1,RACT,0.05,0.3,0.35,0.09090909090909091,0.032467532467532464,0.032467532467532464,0.045454545454545456,0.045454545454545456,0.01948051948051948,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.07142857142857142,0.11688311688311688,0.07142857142857142,0.12987012987012986,0.14285714285714285,0.09740259740259741
1,RACT,0.05,0.3,0.4,0.09090909090909091,0.032467532467532464,0.032467532467532464,0.045454545454545456,0.045454545454545456,0.01948051948051948,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.07142857142857142,0.11688311688311688,0.07142857142857142,0.12987012987012986,0.14285714285714285,0.09740259740259741
1,RACT,0.075,0.3,0.2,0.12389380530973451,0.02654867256637168,0.035398230088495575,0.035398230088495575,0.02654867256637168,0.0,0.035398230088495575,0.017699115044247787,0.02654867256637168,0.02654867256637168,0.04424778761061947,0.168141592920354,0.05309734513274336,0.12389380530973451,0.18584070796460178,0.07079646017699115
1,RACT,0.075,0.3,0.25,0.12389380530973451,0.02654867256637168,0.035398230088495575,0.035398230088495575,0.02654867256637168,0.0,0.035398230088495575,0.017699115044247787,0.02654867256637168,0.02654867256637168,0.04424778761061947,0.168141592920354,0.05309734513274336,0.12389380530973451,0.18584070796460178,0.07079646017699115
