Fold,Method,Alpha,Budget,White,Alchy,Junky,Super,Married,Felon,Workrel,Propty,Person,Male,Priors,School,Rule,Age,Tservd,Follow
1,Baseline,0.0,0.3,0.06214067217120947,0.057670890427153176,0.054011719377548784,0.05155352885028227,0.03944701584073403,0.04290759500586923,0.03501669163302909,0.03456311683273829,0.02223614083347791,0.020208141110093853,0.08171297576645992,0.10533449661135735,0.07766041011657629,0.11079754214482106,0.12645628229488992,0.07828278098375939
1,Baseline (OAF),0.0,0.3,0.0,0.15831090173629173,0.13150076080548578,0.0,0.0,0.0,0.12325194472164995,0.0,0.0,0.0,0.0,0.30090253252729016,0.2860338602092824,0.0,0.0,0.0
1,RACT,0.02,0.3,0.06273940365276053,0.05935332061879984,0.049475234429115715,0.04978916303576737,0.03610538723112755,0.03704080885156918,0.030075123411048794,0.030825335531499163,0.021907865299812326,0.017862241816317813,0.07578809016091571,0.12258125306289648,0.08722989108558044,0.11091050591130637,0.12821618594473036,0.08010018995675237
1,RACT,0.04,0.3,0.057185914234296115,0.0565028836925466,0.05064817127911775,0.04840369915578142,0.037316082274462016,0.035583251540058675,0.030172545598955887,0.031946959893023485,0.02194215655092671,0.018572682644095624,0.08173913943471653,0.12730948978961876,0.08685970044235303,0.11255549311648477,0.12496932718126538,0.07829250317229713
1,RACT,0.06,0.3,0.06066532361753575,0.05579985212309052,0.04914361443595901,0.048140345742356386,0.0360185724793725,0.037714333449652034,0.030519396898108245,0.03144186635049978,0.021900178834620688,0.018935011642668812,0.07326816479188589,0.12690846414936513,0.08932036238726966,0.11225792205853227,0.12999949097512495,0.07796710006395831
1,RACT,0.08,0.3,0.059999906356528326,0.057633742099580575,0.04954156091642512,0.045729249478188086,0.03957072776276229,0.0371559319877187,0.031582429366653814,0.032265862651121274,0.02106297069308783,0.018483686646716485,0.07632357352627138,0.1310224393021503,0.08613089692628544,0.1110965418983634,0.12628610936429424,0.07611437102385286
1,RACT,0.1,0.3,0.060517705568125156,0.05648943304257678,0.047512218689702,0.04787874439285824,0.03722800588698883,0.037481796121348256,0.03085207339469967,0.030947395268488963,0.021178896763563354,0.019276529384741996,0.07566239981471924,0.12557758830760524,0.08930767307388923,0.1088644114459168,0.1289867916638521,0.08223833718092408
2,Baseline,0.0,0.3,0.05986897870536935,0.05790321980297563,0.05354708169512709,0.0498770271733121,0.04193321874070584,0.040324296273338195,0.0364886677766508,0.033294305907229836,0.022771073818269847,0.01869942824090715,0.08211763939993978,0.11132496269189394,0.08069547209252513,0.10760630066396379,0.12836556405279215,0.07518276296499928
2,Baseline (OAF),0.0,0.3,0.0,0.16414949467718146,0.1385006570751641,0.0,0.0,0.0,0.11826457397266267,0.0,0.0,0.0,0.0,0.27739114703995205,0.30169412723503986,0.0,0.0,0.0
2,RACT,0.02,0.3,0.06240493850309928,0.05727825973905409,0.046206832194319244,0.046581755829751686,0.03750223733622216,0.03825941115801359,0.031217343443478488,0.03084277092657989,0.021716786521763464,0.018620715829673225,0.07777389429230362,0.12141251712400143,0.08651327622448003,0.11124550882417703,0.13134172087931492,0.08108203117376797
2,RACT,0.04,0.3,0.058665350688946336,0.05872832791480205,0.048205025461230545,0.047788360437218534,0.035828037927723995,0.03693832462378457,0.03208623565727533,0.03141285328655357,0.021784465808536532,0.018290674825507943,0.07997724011463458,0.13022892103813868,0.08550068397272402,0.109246297427074,0.12460424694212563,0.08071495387372368
2,RACT,0.06,0.3,0.06073396937215628,0.05381210829247976,0.050753648695919425,0.04967404009242383,0.03575098971720685,0.03795480983284089,0.03138812977925353,0.03243843228311699,0.023075877345963593,0.016832374257852757,0.0779260248299737,0.1272288069661529,0.085137044987214,0.10984857184389353,0.12748791290838543,0.07995725879516644
2,RACT,0.08,0.3,0.05718239002098732,0.05404128881006445,0.051332268039486637,0.05007449631485246,0.037681998146001414,0.038439848603196505,0.03390993531185378,0.03078959793329125,0.021633525471268397,0.018404691362809866,0.07929286308744395,0.1283314909048966,0.08448465472070195,0.1072944857224676,0.12709484696230142,0.08001161858837637
2,RACT,0.1,0.3,0.06022848733647328,0.05601001474700595,0.046611217781471016,0.04532422014302669,0.03828027021183304,0.038403974971006186,0.03255020446762871,0.030134635709670864,0.019741096418071036,0.017322568792136915,0.07586688055702345,0.13039708413563633,0.0866756867579983,0.10944834522651137,0.13479385857110338,0.07821145417340343
3,Baseline,0.0,0.3,0.062172542395921154,0.062034801460379325,0.050681240923949405,0.04778213598506959,0.03978092226893071,0.043570509799002184,0.03476446818954298,0.03467824828011349,0.02064715583512253,0.018072709211624634,0.0837925183935316,0.10617420922637187,0.083302471263776,0.10756993889892649,0.12690622846806485,0.07806989939967322
3,Baseline (OAF),0.0,0.3,0.0,0.16717806093534993,0.13304902149807912,0.0,0.0,0.0,0.12893071852793483,0.0,0.0,0.0,0.0,0.28125441091558756,0.28958778812304853,0.0,0.0,0.0
3,RACT,0.02,0.3,0.05844435874195692,0.05607407249043936,0.04628525503307943,0.0451088945987861,0.039390974957381183,0.036632257575538923,0.033328584316791234,0.03193829739753216,0.021319709899812685,0.01811638906699151,0.07965070033703653,0.1263769036242033,0.08766073541338312,0.11123984176759918,0.12972574279145793,0.07870728198801041
3,RACT,0.04,0.3,0.05962020782013185,0.056454305466224396,0.048929695331259834,0.04787119239459469,0.03510631706569003,0.03810147030882711,0.031071538500767,0.03276380300575486,0.020436717965781136,0.017447152143810686,0.0774080684826732,0.12318917560457096,0.08794018673370714,0.11317699354352691,0.12895378782667677,0.0815293878060035
3,RACT,0.06,0.3,0.05625183079263902,0.05452464380629565,0.04708361385084843,0.05082302845219211,0.03907589253377276,0.03669356027633907,0.03140367071242531,0.031109365286297496,0.022428576245659047,0.01726352319328479,0.07812618758154216,0.13137348204293317,0.0865391527532629,0.1104383334353733,0.12624732633160415,0.08061781270553076
3,RACT,0.08,0.3,0.0613546547998973,0.05512155732688163,0.04748599936245648,0.04760799812034272,0.03605912112522202,0.03766304279894097,0.03200703464482509,0.03197736973574698,0.019340216007167513,0.01765357989058641,0.07326227204072987,0.13078049651927942,0.08852817691796819,0.1122905761873114,0.12845231553373881,0.08041558898890516
3,RACT,0.1,0.3,0.06091040247056211,0.058892137846317805,0.04966002325761816,0.04826219558483807,0.03891288891397939,0.03776206065044576,0.031234103681297132,0.03142996847613641,0.02106683735087303,0.019510964086697388,0.07638399739439766,0.1327742079891068,0.08527242734300775,0.1062102814843176,0.12342831374917425,0.07828918972123072
4,Baseline,0.0,0.3,0.06340273532030896,0.05988140281861312,0.051299904274409225,0.05202012605404228,0.040305120075109606,0.04203071245945617,0.03466920367868572,0.0334578905104948,0.02364888295070615,0.017850846208499284,0.08610758212762659,0.10687013613673091,0.07878150711312942,0.10842809378553245,0.12555427130490032,0.07569158518175499
4,Baseline (OAF),0.0,0.3,0.0,0.17679029278023112,0.1337662389060778,0.0,0.0,0.0,0.12488028867177892,0.0,0.0,0.0,0.0,0.2821314494640794,0.2824317301778327,0.0,0.0,0.0
4,RACT,0.02,0.3,0.056252485193156516,0.060453959469843756,0.04938067823527,0.04723565724895392,0.03819621500170193,0.0366238546196004,0.031513598647176996,0.03353002899947775,0.024525724315317736,0.01684058813678492,0.07594129679415443,0.12432180996587971,0.08687682562363533,0.11009766600905989,0.12863519174383783,0.07957441999614895
4,RACT,0.04,0.3,0.06131345256610728,0.05628664351597362,0.04770376553129437,0.04813171462822481,0.03665681987801761,0.03694057768599028,0.032451343521819186,0.03320744379158351,0.021533281582175726,0.014576791759124458,0.07706336591803506,0.12790777023901684,0.0889230618968927,0.10819842673086022,0.12732103626682212,0.08178450448806221
4,RACT,0.06,0.3,0.06159166309892963,0.0529239982328314,0.047547829940968594,0.04870898890229043,0.03713558628653246,0.040071325786907204,0.0326064815046758,0.030993356425843353,0.02203032207147252,0.016491762246611426,0.07719859553173704,0.13218898118226283,0.08651545584827369,0.10976556488716606,0.12383643926247996,0.08039364879101762
4,RACT,0.08,0.3,0.06190752374002954,0.05823015181751047,0.04954099070325786,0.04835132976997093,0.03926332206097469,0.03924993884251785,0.030771381252809978,0.030414445632329264,0.020675031311323557,0.017697953221594915,0.0766180846383308,0.1263399124505802,0.08657043038347091,0.10978109289332388,0.12642729018888382,0.07816112109309144
4,RACT,0.1,0.3,0.060840214124307714,0.05575444648098937,0.04831339699235183,0.04810597316477382,0.03991829690907261,0.037506125708206016,0.03058167006061739,0.02930880296533321,0.02304282605831128,0.01699965691464919,0.07709937372563264,0.12946010388691592,0.08369446968682775,0.11136558841792124,0.1284989657149449,0.07951008918914515
5,Baseline,0.0,0.3,0.06121124680917986,0.06028989426878499,0.05230986662542785,0.05042651150253393,0.0397297819986184,0.04381190213619352,0.033659435701986304,0.03595487089153317,0.021962443752448945,0.0181368963512912,0.08386886822899357,0.10783070575765367,0.07462128733509144,0.11089094354711555,0.12703310183637215,0.07826224325677543
5,Baseline (OAF),0.0,0.3,0.0,0.1714615890206968,0.13166307876154443,0.0,0.0,0.0,0.12087642506988729,0.0,0.0,0.0,0.0,0.28548360789820326,0.29051529924966824,0.0,0.0,0.0
5,RACT,0.02,0.3,0.06078198436326101,0.0569142821878951,0.05101933122672166,0.045552637161115545,0.03702736902586463,0.03966873151662606,0.030749566586959647,0.03111302072240239,0.023480995736077547,0.019265722462218204,0.07682629250468785,0.12314821370464311,0.08306422182683872,0.109405773583366,0.12803576880631845,0.0839460885850041
