Fold,Method,Alpha,Delta,Budget,Accuracy,F1,Time [s],Cost,Validity,Budget-Validity,Valid-Cost,Recourse,Sparsity,Plausibility
1,Baseline,0.0,1.0,0.3,0.8066666666666666,0.3876689189189189,2.022648811340332,0.2891105833280601,1.0,0.5149456521739131,0.2891105833280601,0.9524,1.2309782608695652,0.5320514569983431
1,Baseline (OAF),0.0,1.0,0.3,0.7818666666666667,0.0024390243902439024,1.479867696762085,0.0,1.0,1.0,0.0,1.0,1.0,0.6554339172256717
1,RACT,0.0,0.2,0.3,0.8066666666666666,0.3876689189189189,1.7967040538787842,0.2891105833280601,1.0,0.5149456521739131,0.2891105833280601,0.9524,1.2309782608695652,0.5320514569983431
1,RACT,0.0,0.25,0.3,0.8066666666666666,0.3876689189189189,1.7720801830291748,0.2891105833280601,1.0,0.5149456521739131,0.2891105833280601,0.9524,1.2309782608695652,0.5320514569983431
1,RACT,0.0,0.3,0.3,0.8066666666666666,0.3876689189189189,1.7941339015960693,0.2891105833280601,1.0,0.5149456521739131,0.2891105833280601,0.9524,1.2309782608695652,0.5320514569983431
1,RACT,0.0,0.35,0.3,0.8066666666666666,0.3876689189189189,1.8228578567504883,0.2891105833280601,1.0,0.5149456521739131,0.2891105833280601,0.9524,1.2309782608695652,0.5320514569983431
1,RACT,0.0,0.4,0.3,0.8066666666666666,0.3876689189189189,1.776374101638794,0.2891105833280601,1.0,0.5149456521739131,0.2891105833280601,0.9524,1.2309782608695652,0.5320514569983431
1,RACT,0.025,0.2,0.3,0.8061333333333334,0.3996696944673824,1.5227117538452148,0.39361347257944446,1.0,0.37341772151898733,0.39361347257944446,0.9339999999999999,1.2177215189873418,0.5370520634056765
1,RACT,0.025,0.25,0.3,0.8061333333333334,0.3996696944673824,1.4805152416229248,0.39361347257944446,1.0,0.37341772151898733,0.39361347257944446,0.9339999999999999,1.2177215189873418,0.5370520634056765
1,RACT,0.025,0.3,0.3,0.8061333333333334,0.3996696944673824,1.4928061962127686,0.39361347257944446,1.0,0.37341772151898733,0.39361347257944446,0.9339999999999999,1.2177215189873418,0.5370520634056765
1,RACT,0.025,0.35,0.3,0.8061333333333334,0.3996696944673824,1.4873380661010742,0.39361347257944446,1.0,0.37341772151898733,0.39361347257944446,0.9339999999999999,1.2177215189873418,0.5370520634056765
1,RACT,0.025,0.4,0.3,0.8061333333333334,0.3996696944673824,1.507322072982788,0.39361347257944446,1.0,0.37341772151898733,0.39361347257944446,0.9339999999999999,1.2177215189873418,0.5370520634056765
1,RACT,0.05,0.2,0.3,0.8062666666666667,0.400330169211721,1.4600558280944824,0.3929885397067322,0.8179519595448799,0.23514538558786346,0.4804543043400698,0.9193333333333333,1.2843894899536321,0.5071021974652571
1,RACT,0.05,0.25,0.3,0.8062666666666667,0.400330169211721,1.4606640338897705,0.3929885397067322,0.8179519595448799,0.23514538558786346,0.4804543043400698,0.9193333333333333,1.2843894899536321,0.5071021974652571
1,RACT,0.05,0.3,0.3,0.8062666666666667,0.400330169211721,1.4609401226043701,0.3929885397067322,0.8179519595448799,0.23514538558786346,0.4804543043400698,0.9193333333333333,1.2843894899536321,0.5071021974652571
1,RACT,0.05,0.35,0.3,0.8062666666666667,0.400330169211721,1.461503028869629,0.3929885397067322,0.8179519595448799,0.23514538558786346,0.4804543043400698,0.9193333333333333,1.2843894899536321,0.5071021974652571
1,RACT,0.05,0.4,0.3,0.8062666666666667,0.400330169211721,1.4645698070526123,0.3929885397067322,0.8179519595448799,0.23514538558786346,0.4804543043400698,0.9193333333333333,1.2843894899536321,0.5071021974652571
1,RACT,0.075,0.2,0.3,0.8041333333333334,0.36599050496331464,1.7876431941986084,0.42443919168852967,1.0,0.3897810218978102,0.42443919168852967,0.9442666666666667,2.062773722627737,0.504547383595332
1,RACT,0.075,0.25,0.3,0.8041333333333334,0.36599050496331464,1.7262980937957764,0.42443919168852967,1.0,0.3897810218978102,0.42443919168852967,0.9442666666666667,2.062773722627737,0.504547383595332
1,RACT,0.075,0.3,0.3,0.8041333333333334,0.36599050496331464,1.7293980121612549,0.42443919168852967,1.0,0.3897810218978102,0.42443919168852967,0.9442666666666667,2.062773722627737,0.504547383595332
1,RACT,0.075,0.35,0.3,0.8041333333333334,0.36599050496331464,1.6905221939086914,0.42443919168852967,1.0,0.3897810218978102,0.42443919168852967,0.9442666666666667,2.062773722627737,0.504547383595332
1,RACT,0.075,0.4,0.3,0.8041333333333334,0.36599050496331464,1.7410411834716797,0.42443919168852967,1.0,0.3897810218978102,0.42443919168852967,0.9442666666666667,2.062773722627737,0.504547383595332
1,RACT,0.1,0.2,0.3,0.8034666666666667,0.3263254113345521,1.5670421123504639,0.2539450174997097,1.0,0.7086330935251799,0.2539450174997097,0.9784,1.474820143884892,0.5116731530295838
1,RACT,0.1,0.25,0.3,0.8034666666666667,0.3263254113345521,1.5852832794189453,0.2539450174997097,1.0,0.7086330935251799,0.2539450174997097,0.9784,1.474820143884892,0.5116731530295838
1,RACT,0.1,0.3,0.3,0.8034666666666667,0.3263254113345521,1.5439579486846924,0.2539450174997097,1.0,0.7086330935251799,0.2539450174997097,0.9784,1.474820143884892,0.5116731530295838
1,RACT,0.1,0.35,0.3,0.8034666666666667,0.3263254113345521,1.5365979671478271,0.2539450174997097,1.0,0.7086330935251799,0.2539450174997097,0.9784,1.474820143884892,0.5116731530295838
1,RACT,0.1,0.4,0.3,0.8034666666666667,0.3263254113345521,1.5071799755096436,0.2539450174997097,1.0,0.7086330935251799,0.2539450174997097,0.9784,1.474820143884892,0.5116731530295838
