Fold,Method,Alpha,Delta,Budget,Accuracy,F1,Time [s],Cost,Validity,Budget-Validity,Valid-Cost,Recourse,Sparsity,Plausibility
1,Baseline,0.0,1.0,0.3,0.7028238458090542,0.796188134030126,0.36562132835388184,0.6673926568921507,0.865040650406504,0.0915989159891599,0.7715159473471291,0.2487673688928731,1.5031328320802004,0.5178205651951244
1,Baseline (OAF),0.0,1.0,0.3,0.6458987001344688,0.7672362993517972,0.05784106254577637,0.46352601235181223,1.0,0.351460221550856,0.46352601235181223,0.4226804123711341,1.298590130916415,0.5088856275421285
1,RACT,0.0,0.2,0.3,0.41281936351411924,0.16133162612035853,0.5370340347290039,0.45657335811223887,0.9025974025974026,0.23376623376623376,0.5058438643833438,0.9471089197669207,1.1151079136690647,0.5165576735897728
1,RACT,0.0,0.25,0.3,0.41281936351411924,0.16133162612035853,0.5311360359191895,0.45657335811223887,0.9025974025974026,0.23376623376623376,0.5058438643833438,0.9471089197669207,1.1151079136690647,0.5165576735897728
1,RACT,0.0,0.3,0.3,0.41281936351411924,0.16133162612035853,0.5906648635864258,0.45657335811223887,0.9025974025974026,0.23376623376623376,0.5058438643833438,0.9471089197669207,1.1151079136690647,0.5165576735897728
1,RACT,0.0,0.35,0.3,0.41281936351411924,0.16133162612035853,0.5741860866546631,0.45657335811223887,0.9025974025974026,0.23376623376623376,0.5058438643833438,0.9471089197669207,1.1151079136690647,0.5165576735897728
1,RACT,0.0,0.4,0.3,0.41281936351411924,0.16133162612035853,0.5965700149536133,0.45657335811223887,0.9025974025974026,0.23376623376623376,0.5058438643833438,0.9471089197669207,1.1151079136690647,0.5165576735897728
1,RACT,0.025,0.2,0.3,0.5203944419542806,0.5307017543859649,0.8708300590515137,0.22831965156190154,1.0,0.7396788990825688,0.22831965156190154,0.8982519049753473,1.0068807339449541,0.5093207657408545
1,RACT,0.025,0.25,0.3,0.6898251904975348,0.7803174603174603,0.25708818435668945,0.23285357497099468,1.0,0.7043628013777268,0.23285357497099468,0.7691618108471537,1.0407577497129736,0.5125797871324327
1,RACT,0.025,0.3,0.3,0.6884805020170327,0.786088027085257,0.1817018985748291,0.24337214470230675,1.0,0.6588810429114612,0.24337214470230675,0.7185118780815778,1.1015752308527973,0.5139388673097709
1,RACT,0.025,0.35,0.3,0.6889287315105334,0.7864615384615384,0.16387701034545898,0.24381986670821526,1.0,0.6568946796959826,0.24381986670821526,0.7167189601075751,1.1031487513572205,0.5138347868435337
1,RACT,0.025,0.4,0.3,0.6889287315105334,0.7864615384615384,0.1590871810913086,0.24381986670821526,1.0,0.6568946796959826,0.24381986670821526,0.7167189601075751,1.1031487513572205,0.5138347868435337
1,RACT,0.05,0.2,0.3,0.5329448677722994,0.5599662162162162,1.1879217624664307,0.21738056365497183,1.0,0.7479166666666667,0.21738056365497183,0.8915284625728372,1.0145833333333334,0.5142745518122993
1,RACT,0.05,0.25,0.3,0.6961004034065441,0.7885215221459763,0.2297980785369873,0.22724869600423867,1.0,0.7152391546162402,0.22724869600423867,0.7705064993276558,1.03615127919911,0.5150161546899202
1,RACT,0.05,0.3,0.3,0.6961004034065441,0.7885215221459763,0.2621040344238281,0.22724869600423867,1.0,0.7152391546162402,0.22724869600423867,0.7705064993276558,1.03615127919911,0.5150161546899202
1,RACT,0.05,0.35,0.3,0.6969968623935455,0.78927680798005,0.22029781341552734,0.22870889380654696,1.0,0.7127777777777777,0.22870889380654696,0.7682653518601524,1.0461111111111112,0.5147203531935154
1,RACT,0.05,0.4,0.3,0.6969968623935455,0.78927680798005,0.2178630828857422,0.22870889380654696,1.0,0.7127777777777777,0.22870889380654696,0.7682653518601524,1.0461111111111112,0.5147203531935154
1,RACT,0.075,0.2,0.3,0.6795159121470192,0.7697262479871175,0.2442331314086914,0.22945259740443752,1.0,0.7271655863288156,0.22945259740443752,0.7924697445091887,1.0147318797878608,0.5107400188056501
1,RACT,0.075,0.25,0.3,0.6723442402510085,0.7796201386795297,0.16637086868286133,0.2501392786169862,1.0,0.6228391828182295,0.2501392786169862,0.6772747646795159,1.1372446306967,0.5139218151581996
1,RACT,0.075,0.3,0.3,0.6723442402510085,0.7796201386795297,0.16209197044372559,0.2501392786169862,1.0,0.6228391828182295,0.2501392786169862,0.6772747646795159,1.1372446306967,0.5139218151581996
1,RACT,0.075,0.35,0.3,0.6727924697445092,0.7799879445449066,0.14357709884643555,0.2500083156438883,1.0,0.6230366492146597,0.2500083156438883,0.6772747646795159,1.1371727748691098,0.5139413621288774
1,RACT,0.075,0.4,0.3,0.6727924697445092,0.7799879445449066,0.14153218269348145,0.2500083156438883,1.0,0.6230366492146597,0.2500083156438883,0.6772747646795159,1.1371727748691098,0.5139413621288774
1,RACT,0.1,0.2,0.3,0.67996414164052,0.7704180064308681,0.19492483139038086,0.2292294107707281,1.0,0.7250293772032902,0.2292294107707281,0.7902285970416854,1.0170387779083432,0.5110179444358008
1,RACT,0.1,0.25,0.3,0.6727924697445092,0.7802528597230584,0.17157793045043945,0.25027028375882526,1.0,0.6212121212121212,0.25027028375882526,0.6750336172120126,1.1363636363636365,0.5145234663689511
1,RACT,0.1,0.3,0.3,0.6727924697445092,0.7802528597230584,0.15752816200256348,0.25027028375882526,1.0,0.6212121212121212,0.25027028375882526,0.6750336172120126,1.1363636363636365,0.5145234663689511
1,RACT,0.1,0.35,0.3,0.6732406992380099,0.780619921757448,0.1479790210723877,0.2501395943156091,1.0,0.6214099216710183,0.2501395943156091,0.6750336172120126,1.1362924281984335,0.514542648124974
