Fold,Method,Alpha,Budget,Accuracy,AUC,F1,Time [s],Cost,Validity,Budget-Validity,Valid-Cost,Recourse,Sparsity,Plausibility
1,Baseline,0.0,0.3,0.6823338735818476,0.7309407303846804,0.611111111111111,3.249908924102783,0.3144050932239949,1.0,0.5874439461883408,0.3144050932239949,0.8508914100486223,1.4349775784753362,0.4409287208436994
1,Baseline (OAF),0.0,0.3,0.700162074554295,0.7358869259447551,0.6502835538752363,1.4544811248779297,0.29425744108751684,1.0,0.6209677419354839,0.29425744108751684,0.8476499189627229,1.435483870967742,0.4432228292392425
1,RACT,0.02,0.3,0.6871961102106969,0.7289813167259787,0.6223091976516633,1.6883790493011475,0.2979313616931139,1.0,0.6565217391304348,0.2979313616931139,0.8719611021069692,1.4521739130434783,0.44123092911647044
1,RACT,0.04,0.3,0.6790923824959482,0.7302575834604303,0.6024096385542168,1.9625182151794434,0.28116572345174407,1.0,0.6728110599078341,0.28116572345174407,0.8849270664505673,1.433179723502304,0.4501080732595269
1,RACT,0.06,0.3,0.6839546191247974,0.7270324944924589,0.6107784431137725,1.8126070499420166,0.25760135899598713,1.0,0.7,0.25760135899598713,0.893030794165316,1.35,0.45287903619861886
1,RACT,0.08,0.3,0.6726094003241491,0.7273131672597865,0.5894308943089431,1.8311622142791748,0.21721442895877152,1.0,0.7725118483412322,0.21721442895877152,0.9222042139384117,1.3270142180094786,0.46127257449219006
1,RACT,0.1,0.3,0.6709886547811994,0.7321693357058126,0.5708245243128963,2.048701047897339,0.2560374795187929,1.0,0.7291666666666666,0.2560374795187929,0.9157212317666127,1.3958333333333333,0.4505687911949224
2,Baseline,0.0,0.3,0.6952998379254457,0.7452285629554312,0.624,2.2357089519500732,0.322468639572595,1.0,0.6301369863013698,0.322468639572595,0.8687196110210698,1.3470319634703196,0.43876215526748347
2,Baseline (OAF),0.0,0.3,0.6936790923824959,0.7313008388408744,0.6330097087378641,1.713068962097168,0.2702019937940485,1.0,0.6923076923076923,0.2702019937940485,0.8833063209076175,1.482905982905983,0.4413329987088432
2,RACT,0.02,0.3,0.6920583468395461,0.7423582867310625,0.6041666666666666,1.9061071872711182,0.2919695798930278,1.0,0.7185929648241206,0.2919695798930278,0.9092382495948136,1.4723618090452262,0.4325206310902212
2,RACT,0.04,0.3,0.6888168557536467,0.7411667513980681,0.5966386554621849,1.8925859928131104,0.26803390503121316,1.0,0.717948717948718,0.26803390503121316,0.9108589951377634,1.435897435897436,0.4462721392892861
2,RACT,0.06,0.3,0.6790923824959482,0.7349072191154041,0.5840336134453782,1.7919402122497559,0.2612050138597906,1.0,0.7333333333333333,0.2612050138597906,0.9157212317666127,1.3692307692307693,0.45064569157229967
2,RACT,0.08,0.3,0.6823338735818476,0.7428137180138961,0.5775862068965518,2.0377678871154785,0.23977094774174165,1.0,0.7650273224043715,0.23977094774174165,0.9303079416531604,1.46448087431694,0.45320567835023606
2,RACT,0.1,0.3,0.6596434359805511,0.7395197847822403,0.5353982300884956,2.069047689437866,0.22687442868941948,1.0,0.783625730994152,0.22687442868941948,0.940032414910859,1.368421052631579,0.4678740949758977
3,Baseline,0.0,0.3,0.6499189627228525,0.6966245127944417,0.5924528301886792,2.147221803665161,0.3341628183594538,1.0,0.5542168674698795,0.3341628183594538,0.820097244732577,1.4578313253012047,0.4589864853858223
3,Baseline (OAF),0.0,0.3,0.6596434359805511,0.6951152347059819,0.6052631578947368,1.6596379280090332,0.3199000961354886,1.0,0.5816733067729084,0.3199000961354886,0.8298217179902755,1.5816733067729083,0.45047993442991013
3,RACT,0.02,0.3,0.6580226904376013,0.6877277156414167,0.5918762088974856,2.174306869506836,0.3492961982944396,1.0,0.5677966101694916,0.3492961982944396,0.8346839546191248,1.4279661016949152,0.4487466604760923
3,RACT,0.04,0.3,0.6564019448946515,0.6923985341467548,0.5793650793650794,1.8501412868499756,0.3186958837658698,1.0,0.5919282511210763,0.3186958837658698,0.8525121555915721,1.3318385650224216,0.4600791033469485
3,RACT,0.06,0.3,0.6596434359805511,0.6922661413319777,0.5882352941176471,1.990987777709961,0.24300659637552852,1.0,0.7336244541484717,0.24300659637552852,0.9011345218800648,1.3275109170305677,0.4725884321879665
3,RACT,0.08,0.3,0.6547811993517018,0.6949245890527028,0.5748502994011977,2.001088857650757,0.2410916877069488,1.0,0.7227272727272728,0.2410916877069488,0.9011345218800648,1.4227272727272726,0.45917413990723127
3,RACT,0.1,0.3,0.6499189627228525,0.6956606931028638,0.562753036437247,1.8620338439941406,0.25550509676896893,1.0,0.7276995305164319,0.25550509676896893,0.9059967585089141,1.4272300469483568,0.4549551385872652
4,Baseline,0.0,0.3,0.6661264181523501,0.7249830537197085,0.594488188976378,2.147761821746826,0.3336921197307086,1.0,0.5726872246696035,0.3336921197307086,0.8427876823338736,1.39647577092511,0.4316574286353704
4,Baseline (OAF),0.0,0.3,0.6823338735818476,0.7239556854770377,0.6186770428015563,1.8664331436157227,0.29787146432961586,1.0,0.6566523605150214,0.29787146432961586,0.8703403565640194,1.5407725321888412,0.4362098250606473
4,RACT,0.02,0.3,0.6661264181523501,0.7247712252160651,0.596078431372549,2.036586046218872,0.3078375897988083,1.0,0.62882096069869,0.3078375897988083,0.8622366288492707,1.3799126637554586,0.4437204467175832
4,RACT,0.04,0.3,0.6661264181523501,0.7237173784104389,0.5896414342629481,1.760286808013916,0.25086007849278746,1.0,0.7149321266968326,0.25086007849278746,0.8978930307941653,1.3031674208144797,0.44560576400699325
