Fold,Method,Alpha,Delta,Budget,Accuracy,F1,Time [s],Cost,Validity,Budget-Validity,Valid-Cost,Recourse,Sparsity,Plausibility
1,Baseline,0.0,1.0,0.1,0.8066666666666666,0.3876689189189189,1.8355109691619873,0.2595561784422525,1.0,0.16304347826086957,0.2595561784422525,0.9178666666666666,1.1779891304347827,0.5306020096996178
1,Baseline (OAF),0.0,1.0,0.1,0.7818666666666667,0.0024390243902439024,1.391448974609375,0.0,1.0,1.0,0.0,1.0,1.0,0.6560629354129346
1,RACT,0.0,0.2,0.1,0.8066666666666666,0.3876689189189189,1.7760188579559326,0.2595561784422525,1.0,0.16304347826086957,0.2595561784422525,0.9178666666666666,1.1779891304347827,0.5306020096996178
1,RACT,0.0,0.25,0.1,0.8066666666666666,0.3876689189189189,1.8923289775848389,0.2595561784422525,1.0,0.16304347826086957,0.2595561784422525,0.9178666666666666,1.1779891304347827,0.5306020096996178
1,RACT,0.0,0.3,0.1,0.8066666666666666,0.3876689189189189,1.908430814743042,0.2595561784422525,1.0,0.16304347826086957,0.2595561784422525,0.9178666666666666,1.1779891304347827,0.5306020096996178
1,RACT,0.0,0.35,0.1,0.8066666666666666,0.3876689189189189,1.751189947128296,0.2595561784422525,1.0,0.16304347826086957,0.2595561784422525,0.9178666666666666,1.1779891304347827,0.5306020096996178
1,RACT,0.0,0.4,0.1,0.8066666666666666,0.3876689189189189,1.7896010875701904,0.2595561784422525,1.0,0.16304347826086957,0.2595561784422525,0.9178666666666666,1.1779891304347827,0.5306020096996178
1,RACT,0.025,0.2,0.1,0.8068,0.3939774153074027,1.6811130046844482,0.29489743678440655,1.0,0.19499341238471674,0.29489743678440655,0.9185333333333333,1.1409749670619236,0.530679500303984
1,RACT,0.025,0.25,0.1,0.8068,0.3939774153074027,1.6686010360717773,0.29489743678440655,1.0,0.19499341238471674,0.29489743678440655,0.9185333333333333,1.1409749670619236,0.530679500303984
1,RACT,0.025,0.3,0.1,0.8068,0.3939774153074027,1.6719379425048828,0.29489743678440655,1.0,0.19499341238471674,0.29489743678440655,0.9185333333333333,1.1409749670619236,0.530679500303984
1,RACT,0.025,0.35,0.1,0.8068,0.3939774153074027,1.6411848068237305,0.29489743678440655,1.0,0.19499341238471674,0.29489743678440655,0.9185333333333333,1.1409749670619236,0.530679500303984
1,RACT,0.025,0.4,0.1,0.8068,0.3939774153074027,1.6812951564788818,0.29489743678440655,1.0,0.19499341238471674,0.29489743678440655,0.9185333333333333,1.1409749670619236,0.530679500303984
1,RACT,0.05,0.2,0.1,0.8072,0.39598997493734334,1.6423728466033936,0.2715732995287905,1.0,0.1968503937007874,0.2715732995287905,0.9184,1.0774278215223096,0.5278357952348924
1,RACT,0.05,0.25,0.1,0.8072,0.39598997493734334,1.6469497680664062,0.2715732995287905,1.0,0.1968503937007874,0.2715732995287905,0.9184,1.0774278215223096,0.5278357952348924
1,RACT,0.05,0.3,0.1,0.8072,0.39598997493734334,1.6817452907562256,0.2715732995287905,1.0,0.1968503937007874,0.2715732995287905,0.9184,1.0774278215223096,0.5278357952348924
1,RACT,0.05,0.35,0.1,0.8072,0.39598997493734334,1.604863166809082,0.2715732995287905,1.0,0.1968503937007874,0.2715732995287905,0.9184,1.0774278215223096,0.5278357952348924
1,RACT,0.05,0.4,0.1,0.8072,0.39598997493734334,1.5976917743682861,0.2715732995287905,1.0,0.1968503937007874,0.2715732995287905,0.9184,1.0774278215223096,0.5278357952348924
1,RACT,0.075,0.2,0.1,0.8042666666666667,0.35387323943661975,1.787538766860962,0.2793773733197977,1.0,0.2625,0.2793773733197977,0.9370666666666667,1.10625,0.5158926788132051
1,RACT,0.075,0.25,0.1,0.8042666666666667,0.35387323943661975,1.7710399627685547,0.2793773733197977,1.0,0.2625,0.2793773733197977,0.9370666666666667,1.10625,0.5158926788132051
1,RACT,0.075,0.3,0.1,0.8042666666666667,0.35387323943661975,1.766695261001587,0.2793773733197977,1.0,0.2625,0.2793773733197977,0.9370666666666667,1.10625,0.5158926788132051
1,RACT,0.075,0.35,0.1,0.8042666666666667,0.35387323943661975,1.7676758766174316,0.2793773733197977,1.0,0.2625,0.2793773733197977,0.9370666666666667,1.10625,0.5158926788132051
1,RACT,0.075,0.4,0.1,0.8042666666666667,0.35387323943661975,1.7816157341003418,0.2793773733197977,1.0,0.2625,0.2793773733197977,0.9370666666666667,1.10625,0.5158926788132051
1,RACT,0.1,0.2,0.1,0.8034666666666667,0.3219871205151794,1.4993610382080078,0.29697378658940077,1.0,0.19557195571955718,0.29697378658940077,0.9418666666666666,1.070110701107011,0.518937168793741
