Fold,Method,Alpha,Budget,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,race:African-American,race:Asian,race:Caucasian,race:Hispanic,race:Native American,race:Other,c_charge_degree:F,c_charge_degree:M,gender
1,Baseline,0.0,0.1,0.18972438315791465,0.1085572983452187,0.11664997866406203,0.11712709976928923,0.1686305671048605,0.06577744627684458,0.026590862143801935,0.040087069375225236,0.03222242876518926,0.02241082001645405,0.023330871435561826,0.028489129048922857,0.024416866266947723,0.03598517962970732
1,Baseline (OAF),0.0,0.1,0.26133777630488214,0.14557714763407492,0.1645943487097422,0.15648753640347896,0.18289526708373152,0.0,0.0,0.0,0.0,0.0,0.0,0.0722307654026395,0.016877158461450707,0.0
1,RACT,0.02,0.1,0.19957019385548486,0.09286478638868051,0.11379776597383821,0.11621994654687784,0.1755770377630625,0.06509545084645786,0.03406445370486967,0.04091376511486906,0.030587077261218044,0.017564150345142013,0.023661615813066392,0.02832644886631575,0.023338475759117988,0.03841883176099935
1,RACT,0.04,0.1,0.19306041061249524,0.09535290420360899,0.12250185550778864,0.11632796115436927,0.1716186518255786,0.06763872542868572,0.03199756430027795,0.03791553502562073,0.030838188521141386,0.02170287530132674,0.025033488907531248,0.028909925765562592,0.019218591903727024,0.03788332154228603
1,RACT,0.06,0.1,0.1821603509069714,0.09167442918896082,0.12938348360878413,0.12074862435176173,0.1708249156392762,0.058422628697607636,0.03142980915444787,0.04550302949079621,0.03212529527655732,0.014154065841147423,0.023962913754453734,0.03966902099665548,0.02058177365460377,0.039359659437976154
1,RACT,0.08,0.1,0.18567233218986118,0.09517382577160413,0.1215444763006846,0.12964405343979082,0.171970641340472,0.05925505232058142,0.032184062749773104,0.039069959335322285,0.03312436544596585,0.019775312407432067,0.02264828042780198,0.03180217327385826,0.023425522425176752,0.03470994257167577
1,RACT,0.1,0.1,0.17974383802231067,0.11406089955255966,0.12449023252090625,0.13293377603673023,0.16589446263842386,0.06554082992730997,0.03162512423916896,0.04039908197481672,0.03001114938366198,0.009957254567822057,0.022917467172908452,0.02483451837930325,0.019997681147122543,0.03759368443695537
1,Baseline,0.0,0.2,0.19578491166427117,0.11259838003580608,0.11079361997642256,0.11723341347669629,0.16258528878547457,0.06440875730582162,0.029584929593649733,0.042068582358646515,0.03144179201719998,0.02119539903363271,0.022675359289057697,0.029443453784463263,0.02520551992624889,0.034980592752608876
1,Baseline (OAF),0.0,0.2,0.2654621391588774,0.15771511012458664,0.14416774925428485,0.1558206591913935,0.18736695889362695,0.0,0.0,0.0,0.0,0.0,0.0,0.06774747930215283,0.021719904075077772,0.0
1,RACT,0.02,0.2,0.19480517899112101,0.09911240383203133,0.12819861504278887,0.110663827252716,0.16887046188914986,0.05980801592972315,0.02633302042836525,0.040170457088210085,0.036087056350610366,0.020668273792026605,0.023877999003917592,0.03018853590536264,0.024471396343157228,0.036744758150819956
1,RACT,0.04,0.2,0.18596579610911182,0.0962245937614421,0.10465181686776164,0.12613194751107756,0.17925885521738913,0.06673698148395536,0.03136359792839868,0.04401701344844179,0.03144550197017484,0.022542107430552225,0.024451093634268558,0.027491978511283124,0.023206954635536983,0.0365117614906062
1,RACT,0.06,0.2,0.18143820626476198,0.09561929780060455,0.12569293994273578,0.12025521059675384,0.1694121169698909,0.06335769238611846,0.03768137579104322,0.04171355442109777,0.031738576174871753,0.012951764315999995,0.02853297691333403,0.030816054964385362,0.023105159790410064,0.03768507366799243
1,RACT,0.08,0.2,0.1821769488484725,0.08807978101893517,0.12754701724560438,0.13537066969876219,0.16413079147741577,0.059769593016145865,0.034658322856515586,0.04076796741087976,0.02636314472948647,0.019409157174812362,0.028401856415586547,0.02805506783540105,0.022544117600977954,0.0427255646710046
1,RACT,0.1,0.2,0.18274405851781184,0.10382204551422691,0.12355367204199133,0.1315089583336767,0.16837174436004626,0.06265471478637415,0.027853384387397418,0.045691801431023575,0.031608957347483445,0.013284163634398155,0.02537425875303506,0.029721283160545807,0.02125391308670126,0.032557044645288025
1,Baseline,0.0,0.4,0.19399304241471335,0.11209397180858903,0.11364133778335961,0.10920425172792925,0.1698306632590485,0.06801654636916313,0.02465968108931406,0.04486659754676664,0.031820690410339365,0.02053065548118373,0.024978460961467337,0.0263007902906376,0.024508959507533838,0.035554351349954584
1,Baseline (OAF),0.0,0.4,0.25484549439569604,0.1508683365367696,0.15783533121781546,0.1564554059242267,0.1872260783000605,0.0,0.0,0.0,0.0,0.0,0.0,0.06878248583688716,0.023986867788544496,0.0
1,RACT,0.02,0.4,0.1812316677602437,0.10365434463605395,0.10958541111161367,0.12207311356310692,0.17280938499452583,0.06214590027232508,0.033020774805323706,0.05083291168026996,0.03189006048985274,0.020913751551550577,0.026749809105674285,0.02996679301103441,0.020928414481428577,0.03419766253699653
1,RACT,0.04,0.4,0.19253970246807656,0.113810833950347,0.11271770944653527,0.13093188377902704,0.16756906069959432,0.058416022653932795,0.029292653085099696,0.04788207828793292,0.025991890852920543,0.020029972655542155,0.021460987079999768,0.025353472330427895,0.024191645889753477,0.029812086820810598
1,RACT,0.06,0.4,0.18555897503402938,0.09788417087271366,0.12457834725996744,0.12526239444265286,0.16679962406254184,0.06200267787772016,0.029577060781429177,0.04168786263003834,0.03347536267522309,0.019681604256049322,0.03010927429809152,0.028508602612108965,0.02151406450265406,0.033359978694779906
