Fold,Method,Alpha,Budget,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,Baseline,0.0,0.1,0.08858374208792204,0.09237001277148961,0.07377006928991499,0.08153002525222412,0.07304035884843352,0.033540306258858475,0.024530407571412432,0.04093081968012247,0.04445285571121142,0.022479795774571012,0.017069194679773646,0.05470958267553333,0.02996688729339645,0.0515142726207827,0.0338211078373302,0.024720836977147977,0.018009048660525436,0.04821732686457989,0.03018083578230262,0.03061377792909184,0.027513302755719365,0.0180408694297075,0.0403945632479488
1,Baseline (OAF),0.0,0.1,0.0,0.0,0.0,0.0,0.1196074879398543,0.0,0.0,0.07838989059110824,0.08917749767411798,0.054411062724785283,0.04776130652109497,0.0,0.0,0.10139829710310092,0.06504203334903932,0.052357334723754444,0.040750938242612396,0.08672968847321261,0.057304508732562105,0.05702204038799631,0.046068109851349154,0.03257334979173534,0.07140645389367659
1,RACT,0.2,0.1,0.07107978740953518,0.0670498283226846,0.050717943450209586,0.060450736770097345,0.07805948489548013,0.027909416805603375,0.019361635352136333,0.05599898950038757,0.04450310211688692,0.020320426860798563,0.020037584982049987,0.03727153925285836,0.026243323424734614,0.06584594628398767,0.027750960724511903,0.034799808029799366,0.027498039334733906,0.07259990303390904,0.04688510903797672,0.04076125674475915,0.029374411102028937,0.023403872877320125,0.05207689368751065
1,RACT,0.4,0.1,0.067135256609671,0.06329042147768535,0.04697334160400051,0.05905104991463954,0.0742894109236675,0.026603423386209482,0.020397076416469363,0.060557942177513216,0.04888340340691691,0.022806064328369045,0.023659028840104658,0.03708044634113755,0.026769875782080742,0.06565564183320388,0.025374598155453166,0.029423477683536724,0.026152400147115562,0.0765585763387178,0.05005077926682666,0.04077786381749856,0.027682140154961336,0.02474819328972836,0.05607958810449311
1,RACT,0.6,0.1,0.06458903194138789,0.06385009294191907,0.045391482880397974,0.05649050517181635,0.07243956987740222,0.026098494792809478,0.022262802713641512,0.05983490766380013,0.048601793889946815,0.024480461274898342,0.025274764618428834,0.03513596154465316,0.02362725139087717,0.06488526472922318,0.026283850917429564,0.030664890549670788,0.023750398084118562,0.07859211646512342,0.05229366698212924,0.042559379873569135,0.0296582620126605,0.024209061206724232,0.059025988477372344
1,RACT,0.8,0.1,0.06220708248187995,0.06165044080238352,0.0463593526552532,0.05149239486677343,0.07266978119982322,0.0287242052554074,0.02152994685085752,0.0641302091054801,0.05001844507918465,0.02366763752849149,0.026831813964801176,0.03307403028567453,0.022151302944905023,0.06588586640859419,0.02986762933277679,0.03001936531566999,0.025093559285358613,0.07447098722546162,0.053901785482345074,0.04262872205296334,0.0293598895857737,0.025344848354779955,0.05892070393536139
1,RACT,1.0,0.1,0.06432169119800618,0.06273609441407732,0.049447844913269645,0.04756063472757224,0.07574632972911671,0.027821782881269352,0.022471400430790885,0.06294992645273731,0.05275270309676739,0.024151699806616397,0.02682944273090612,0.032696939099326874,0.018363628834948045,0.06589104091431172,0.030309913371664495,0.031006796311383065,0.025928465186275666,0.07387104017249804,0.05162026903376744,0.0404552983253555,0.02923768155085896,0.025834336153528068,0.057995040664952605
1,Baseline,0.0,0.2,0.08991554774086885,0.08946489292170742,0.06857691203304399,0.08277941155066533,0.07043462017455121,0.032081057517331736,0.02583062787404823,0.044566059084742544,0.045607539944716995,0.02148198371063485,0.017184972669383843,0.055718949422726725,0.029399010874890556,0.05013378436655161,0.034153119809741506,0.024381996477591983,0.020658953705246234,0.0503747338840232,0.030800397543411365,0.031009839921740175,0.025265382260852547,0.02028686220222282,0.03989334430930629
1,Baseline (OAF),0.0,0.2,0.0,0.0,0.0,0.0,0.12157384639612889,0.0,0.0,0.0783612858450009,0.08969013276811146,0.0561619784773115,0.047324796703696916,0.0,0.0,0.09899044421911249,0.06395980259553083,0.05187329118509752,0.04219010455767473,0.08693176400682096,0.060997348168151014,0.05353480008664159,0.04505821269496804,0.03198333247516716,0.07136885982058584
1,RACT,0.2,0.2,0.06866058986137605,0.06965077019635571,0.05206392429264856,0.06409107438285433,0.0759063299231929,0.028273813363815552,0.02146767592657271,0.050892471499319136,0.0522735300653546,0.02330920979206618,0.023567811042435327,0.04248289560869257,0.027067893048206774,0.06396978228976781,0.02730294646955372,0.030941414954955743,0.027608480846577115,0.06694181661887762,0.03833189134256606,0.04400570531257616,0.026138482469121684,0.023366559723550433,0.05168493096956347
1,RACT,0.4,0.2,0.06948573227567814,0.06906704348971605,0.05469692187147718,0.06390402894104659,0.07365295181047009,0.030446376170948853,0.02385629919318518,0.05238897137257172,0.05393288013248429,0.024462053591425257,0.023847991508185198,0.04162753653460806,0.027047569617147292,0.06156241479475819,0.027704914746644306,0.027227662439979716,0.023988951553194537,0.06848004100683787,0.04478019365317714,0.03832265549984091,0.0259287376301287,0.022662483442116545,0.05092558872437817
1,RACT,0.6,0.2,0.07125416941437858,0.07103863445183446,0.05391604711003018,0.061432439414041785,0.07392433580397713,0.031000779618824727,0.024229330600071798,0.05359193666683643,0.05732169521872768,0.026229235413671288,0.025092993968397502,0.038573472897858424,0.025137213252776194,0.0593200747126583,0.028338477619547282,0.02716124788644711,0.02389265979324683,0.06478265920641152,0.0444798844069039,0.04046594751143561,0.026975092728530742,0.022480654476808172,0.04936101782658446
1,RACT,0.8,0.2,0.06755631131359381,0.07341719537002145,0.054677278822647446,0.060415517148964745,0.0713573373141691,0.03068139698468248,0.02465084312138236,0.053039859831061915,0.05892757334873796,0.027229010502619486,0.02277018094978834,0.041130951323604156,0.025480587279281177,0.060899623375761804,0.03087654974471635,0.027134040454470328,0.023966371382207453,0.06502824804460682,0.04242627465619099,0.039601947373247307,0.025875452220333772,0.023804192909765595,0.049053256528145114
1,RACT,1.0,0.2,0.0685344295647901,0.07322270062882494,0.05662378180995079,0.058296379339241984,0.07460294170604612,0.028222180757459015,0.023823918925728608,0.05573453388129471,0.05977705371995371,0.029520928822794047,0.023506315450270023,0.037602522581203,0.022102552299548286,0.06092743028340083,0.029346977759353448,0.025861034424859423,0.02224225180544714,0.06402114820160987,0.044062395228389256,0.03844252089492883,0.027527820731762853,0.02535699047563961,0.05064119070750324
1,Baseline,0.0,0.4,0.08830491578140315,0.08948047127589115,0.06861696636478025,0.0838029868955627,0.07121830163651353,0.033032139564079875,0.02353361175005281,0.04256550312095163,0.04636430947319619,0.02257609976353646,0.016656764108953934,0.05649693148301843,0.02950828139166093,0.05116047211631548,0.0325384054942455,0.025990141254766678,0.02164389282903884,0.05155115524385327,0.028637308297439955,0.029442649756775782,0.025715218277884963,0.02032540182182499,0.040838072298253356
1,Baseline (OAF),0.0,0.4,0.0,0.0,0.0,0.0,0.11980392771556164,0.0,0.0,0.07718842742661575,0.0896918095562928,0.053945537377426446,0.046204985584649215,0.0,0.0,0.10104383441395295,0.06533831891774693,0.05241572926503929,0.041026144329774715,0.08764025687818726,0.059426436687476006,0.05730624985711528,0.046373250362287316,0.03068594761564852,0.07190914401222591
1,RACT,0.2,0.4,0.07727097479378796,0.07390280346883507,0.05888971266711511,0.06555262185147133,0.07137936839285089,0.02981891531861336,0.02361171113679916,0.05130634552773254,0.0491633855435399,0.023737647512563232,0.02082145900640754,0.04665629389494887,0.028523038133849665,0.06009900494044025,0.028494869126814697,0.03211660399612117,0.02529588155982776,0.060529768581430776,0.03812663975080643,0.038123190152845564,0.02598500745337481,0.021290026165781743,0.0493047310240421
1,RACT,0.4,0.4,0.0769598003113357,0.08025592062287472,0.05884453728401033,0.06885249473992892,0.07146628835196724,0.03425469539231562,0.026536096932371342,0.049197874735727704,0.04992442161725916,0.023509522383302606,0.021752860800838405,0.04322068032063217,0.027899518628261764,0.055740111070257364,0.03053398499183115,0.02783580019975552,0.023654966430152774,0.05743313569389438,0.03901601973809539,0.03616578437610923,0.027851836134277653,0.021287480854728192,0.047806168390072734
1,RACT,0.6,0.4,0.07617824162168066,0.08133652137626612,0.059435280811272265,0.06720854191803236,0.07056544795191444,0.03325061344578012,0.02593194549544563,0.050232857983219525,0.05116056411579973,0.025251222498089025,0.021290586859396554,0.043560293892071625,0.028045940120764876,0.05893771665987318,0.029759301582946217,0.028878552822043244,0.023476333166339642,0.057432650611697646,0.03916435043072288,0.03610762528430618,0.025856384533071576,0.021373665135167693,0.045565361684098936
1,RACT,0.8,0.4,0.07696256857014673,0.07906494323478748,0.06105292905582933,0.0653998088835365,0.07226090110605152,0.033382108486772456,0.02490137433506864,0.0496701129842906,0.05119586349858805,0.023457378278719646,0.02078258621213993,0.04412338213704913,0.026671048246183243,0.056315114454042296,0.02993585917728861,0.028889931050264835,0.023140369724650296,0.05857816793950436,0.039802842249158116,0.03709626119804257,0.026350864586990395,0.022818144159614362,0.048147440431280816
1,RACT,1.0,0.4,0.07628576652805309,0.07924622865511186,0.06261596787452132,0.06471917242196099,0.07269930486521166,0.03219660367130895,0.02479348345639642,0.05104557760912186,0.05193432231323685,0.024972959374760365,0.021691820563335996,0.044564541956434264,0.023425662938400156,0.05815113634722967,0.030896354385010944,0.03001566519615075,0.024453259116161002,0.055499695913211876,0.03765971558578663,0.03575861189502734,0.027673810731876063,0.020978231493807533,0.04872210710788434
1,Baseline,0.0,0.5,0.08776872821354041,0.09377892724115383,0.07084039350342097,0.08239725825430487,0.07004050528477705,0.033218520207621574,0.025773728128594863,0.04388144037018836,0.046085642260913454,0.022847670782237588,0.015885816568547595,0.05507802595138848,0.029910128741119903,0.05212301527559364,0.03295077930811988,0.024703518608814062,0.019959821771337025,0.04857511290528114,0.031152703269284272,0.02925556355846027,0.02591407278953083,0.01845599821594681,0.039402628789823264
1,Baseline (OAF),0.0,0.5,0.0,0.0,0.0,0.0,0.1195230633982242,0.0,0.0,0.0768437565870899,0.0873275922419361,0.05408188740041625,0.04412347057372265,0.0,0.0,0.10143311288217124,0.06546711779097451,0.05552113482163323,0.04245916929036344,0.08997803152987788,0.05920629351306737,0.05553866432266712,0.04790419762784246,0.031560517406093835,0.06903199061391974
1,RACT,0.2,0.5,0.078366495874634,0.08060518031002706,0.05998636042762187,0.07062711407947903,0.07176958455923628,0.03295876745415052,0.02708604157577572,0.049291759343851986,0.04623010183718007,0.025059934722344565,0.019063282269115488,0.04698162272677922,0.0278448137410764,0.05640372798090641,0.03268871293812795,0.029983211549579405,0.024598099425068666,0.0572036676854473,0.03487129016057741,0.035099632549985826,0.026703606067540072,0.021154705877015442,0.04542228684447949
1,RACT,0.4,0.5,0.08169003105771484,0.08138856470732139,0.0619683307031055,0.07306137908502082,0.0699813600402238,0.032673439551967644,0.026469631238337142,0.05026892117267794,0.04872426038562111,0.025349036204578793,0.01922495303577904,0.046833456162338805,0.02760529624661502,0.056592229651284055,0.03218009108123341,0.027391034798699636,0.023587564006673542,0.054601283748264895,0.03571367434480811,0.033442917656544224,0.02705242822833514,0.01965279235448861,0.04454732453836656
1,RACT,0.6,0.5,0.08160938338515117,0.082883803018979,0.0632577418838442,0.07264319161826154,0.07209950779710539,0.03277026200994067,0.02625313444519311,0.047354972170498055,0.04788530529528594,0.024420454281869584,0.01963138260883941,0.046138871377791324,0.02717135821292628,0.056631089765584536,0.03319856406200558,0.026729345494348213,0.022332410010661757,0.05319912578271992,0.03522799679670954,0.036901539559414984,0.026691427315121367,0.02069438391097812,0.04427474919677022
1,RACT,0.8,0.5,0.08090669823666576,0.08365881790029799,0.06389325449237328,0.07107561708270667,0.07196184497757463,0.03209821255736886,0.02683197679398141,0.049361232383177016,0.05026327099333565,0.02474551650769347,0.01913593282214894,0.046553812738537134,0.026473240333223805,0.0547462609339135,0.03293445057152915,0.026138287296630428,0.023216589945834063,0.054940045707187586,0.03517223367502038,0.03429417474429277,0.02644215357134972,0.02198980389447432,0.043166571840683676
1,RACT,1.0,0.5,0.07868733672386218,0.0826931462987094,0.06446151516634178,0.06881309936258705,0.07110089549570589,0.03054485183225602,0.02632775566564155,0.04701646930447561,0.05109141281731541,0.02486859983707336,0.019854003526619972,0.04677684696325953,0.026501991272480943,0.055637894747338726,0.03605213430948378,0.02782348008494196,0.023764031013323725,0.05546526452851754,0.03636988495588877,0.03357845746346948,0.02734671822011216,0.0214001342136555,0.04382407619693951
2,Baseline,0.0,0.1,0.08890963818588146,0.0932962220628302,0.07331696621443097,0.08015113109698029,0.06892364047417968,0.03279712653541201,0.02579741322782114,0.03934435967336222,0.044519921711601414,0.022410149842712057,0.01539771191985682,0.054115641754573104,0.030298745302069816,0.05022105229715174,0.036236821438309946,0.024565049127889357,0.020016374989357953,0.04986959522094083,0.031072988855129626,0.032018873350417254,0.02795164669814987,0.01854452818580891,0.04022440183513314
