Fold,Method,Alpha,Budget,Delta,White,Alchy,Junky,Super,Married,Felon,Workrel,Propty,Person,Male,Priors,School,Rule,Age,Tservd,Follow
1,Baseline,0.0,0.1,1.0,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,Baseline (OAF),0.0,0.1,1.0,0.0,0.2222222222222222,0.027777777777777776,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.25,0.4444444444444444,0.0,0.0,0.0
1,RACT,0.0,0.1,0.2,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.1,0.25,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.1,0.3,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.1,0.35,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.0,0.1,0.4,0.15337423312883436,0.06748466257668712,0.03067484662576687,0.012269938650306749,0.012269938650306749,0.03067484662576687,0.03067484662576687,0.018404907975460124,0.03067484662576687,0.024539877300613498,0.06134969325153374,0.15950920245398773,0.0736196319018405,0.09815950920245399,0.147239263803681,0.049079754601226995
1,RACT,0.025,0.1,0.2,0.08928571428571429,0.026785714285714284,0.026785714285714284,0.044642857142857144,0.044642857142857144,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.14285714285714285,0.05357142857142857,0.16964285714285715,0.16964285714285715,0.09821428571428571
1,RACT,0.025,0.1,0.25,0.08928571428571429,0.026785714285714284,0.026785714285714284,0.044642857142857144,0.044642857142857144,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.14285714285714285,0.05357142857142857,0.16964285714285715,0.16964285714285715,0.09821428571428571
1,RACT,0.025,0.1,0.3,0.08928571428571429,0.026785714285714284,0.026785714285714284,0.044642857142857144,0.044642857142857144,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.14285714285714285,0.05357142857142857,0.16964285714285715,0.16964285714285715,0.09821428571428571
1,RACT,0.025,0.1,0.35,0.08928571428571429,0.026785714285714284,0.026785714285714284,0.044642857142857144,0.044642857142857144,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.14285714285714285,0.05357142857142857,0.16964285714285715,0.16964285714285715,0.09821428571428571
1,RACT,0.025,0.1,0.4,0.08928571428571429,0.026785714285714284,0.026785714285714284,0.044642857142857144,0.044642857142857144,0.008928571428571428,0.008928571428571428,0.017857142857142856,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.14285714285714285,0.05357142857142857,0.16964285714285715,0.16964285714285715,0.09821428571428571
1,RACT,0.05,0.1,0.2,0.09154929577464789,0.035211267605633804,0.028169014084507043,0.035211267605633804,0.028169014084507043,0.014084507042253521,0.014084507042253521,0.035211267605633804,0.028169014084507043,0.028169014084507043,0.07746478873239436,0.14084507042253522,0.07746478873239436,0.14084507042253522,0.14084507042253522,0.08450704225352113
1,RACT,0.05,0.1,0.25,0.09154929577464789,0.035211267605633804,0.028169014084507043,0.035211267605633804,0.028169014084507043,0.014084507042253521,0.014084507042253521,0.035211267605633804,0.028169014084507043,0.028169014084507043,0.07746478873239436,0.14084507042253522,0.07746478873239436,0.14084507042253522,0.14084507042253522,0.08450704225352113
1,RACT,0.05,0.1,0.3,0.09154929577464789,0.035211267605633804,0.028169014084507043,0.035211267605633804,0.028169014084507043,0.014084507042253521,0.014084507042253521,0.035211267605633804,0.028169014084507043,0.028169014084507043,0.07746478873239436,0.14084507042253522,0.07746478873239436,0.14084507042253522,0.14084507042253522,0.08450704225352113
1,RACT,0.05,0.1,0.35,0.09154929577464789,0.035211267605633804,0.028169014084507043,0.035211267605633804,0.028169014084507043,0.014084507042253521,0.014084507042253521,0.035211267605633804,0.028169014084507043,0.028169014084507043,0.07746478873239436,0.14084507042253522,0.07746478873239436,0.14084507042253522,0.14084507042253522,0.08450704225352113
1,RACT,0.05,0.1,0.4,0.09154929577464789,0.035211267605633804,0.028169014084507043,0.035211267605633804,0.028169014084507043,0.014084507042253521,0.014084507042253521,0.035211267605633804,0.028169014084507043,0.028169014084507043,0.07746478873239436,0.14084507042253522,0.07746478873239436,0.14084507042253522,0.14084507042253522,0.08450704225352113
1,RACT,0.075,0.1,0.2,0.11585365853658537,0.036585365853658534,0.036585365853658534,0.03048780487804878,0.018292682926829267,0.042682926829268296,0.018292682926829267,0.018292682926829267,0.03048780487804878,0.024390243902439025,0.07317073170731707,0.12804878048780488,0.04878048780487805,0.12804878048780488,0.16463414634146342,0.08536585365853659
1,RACT,0.075,0.1,0.25,0.11585365853658537,0.036585365853658534,0.036585365853658534,0.03048780487804878,0.018292682926829267,0.042682926829268296,0.018292682926829267,0.018292682926829267,0.03048780487804878,0.024390243902439025,0.07317073170731707,0.12804878048780488,0.04878048780487805,0.12804878048780488,0.16463414634146342,0.08536585365853659
1,RACT,0.075,0.1,0.3,0.11585365853658537,0.036585365853658534,0.036585365853658534,0.03048780487804878,0.018292682926829267,0.042682926829268296,0.018292682926829267,0.018292682926829267,0.03048780487804878,0.024390243902439025,0.07317073170731707,0.12804878048780488,0.04878048780487805,0.12804878048780488,0.16463414634146342,0.08536585365853659
