Fold,Method,Alpha,Budget,Delta,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,Baseline,0.0,0.1,1.0,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0
1,Baseline (OAF),0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.19047619047619047,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.0,0.0,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.0,0.05952380952380952,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.023809523809523808,0.08333333333333333
1,RACT,0.0,0.1,0.2,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0
1,RACT,0.0,0.1,0.25,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0
1,RACT,0.0,0.1,0.3,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0
1,RACT,0.0,0.1,0.35,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0
1,RACT,0.0,0.1,0.4,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0
1,RACT,0.025,0.1,0.2,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.0
1,RACT,0.025,0.1,0.25,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.0
1,RACT,0.025,0.1,0.3,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.0
1,RACT,0.025,0.1,0.35,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.0
1,RACT,0.025,0.1,0.4,0.13157894736842105,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.10526315789473684,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.0,0.13157894736842105,0.02631578947368421,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.0
1,RACT,0.05,0.1,0.2,0.08928571428571429,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.16071428571428573,0.017857142857142856,0.0,0.07142857142857142,0.017857142857142856,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.05357142857142857,0.05357142857142857,0.0,0.0,0.05357142857142857
1,RACT,0.05,0.1,0.25,0.08928571428571429,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.16071428571428573,0.017857142857142856,0.0,0.07142857142857142,0.017857142857142856,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.05357142857142857,0.05357142857142857,0.0,0.0,0.05357142857142857
1,RACT,0.05,0.1,0.3,0.08928571428571429,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.16071428571428573,0.017857142857142856,0.0,0.07142857142857142,0.017857142857142856,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.05357142857142857,0.05357142857142857,0.0,0.0,0.05357142857142857
1,RACT,0.05,0.1,0.35,0.08928571428571429,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.16071428571428573,0.017857142857142856,0.0,0.07142857142857142,0.017857142857142856,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.05357142857142857,0.05357142857142857,0.0,0.0,0.05357142857142857
1,RACT,0.05,0.1,0.4,0.08928571428571429,0.03571428571428571,0.05357142857142857,0.03571428571428571,0.16071428571428573,0.017857142857142856,0.0,0.07142857142857142,0.017857142857142856,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.017857142857142856,0.07142857142857142,0.05357142857142857,0.05357142857142857,0.0,0.0,0.05357142857142857
1,RACT,0.075,0.1,0.2,0.09615384615384616,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.1346153846153846,0.019230769230769232,0.0,0.07692307692307693,0.019230769230769232,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616,0.019230769230769232,0.07692307692307693,0.057692307692307696,0.057692307692307696,0.0,0.0,0.057692307692307696
1,RACT,0.075,0.1,0.25,0.09615384615384616,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.1346153846153846,0.019230769230769232,0.0,0.07692307692307693,0.019230769230769232,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616,0.019230769230769232,0.07692307692307693,0.057692307692307696,0.057692307692307696,0.0,0.0,0.057692307692307696
1,RACT,0.075,0.1,0.3,0.09615384615384616,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.1346153846153846,0.019230769230769232,0.0,0.07692307692307693,0.019230769230769232,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616,0.019230769230769232,0.07692307692307693,0.057692307692307696,0.057692307692307696,0.0,0.0,0.057692307692307696
1,RACT,0.075,0.1,0.35,0.09615384615384616,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.1346153846153846,0.019230769230769232,0.0,0.07692307692307693,0.019230769230769232,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616,0.019230769230769232,0.07692307692307693,0.057692307692307696,0.057692307692307696,0.0,0.0,0.057692307692307696
1,RACT,0.075,0.1,0.4,0.09615384615384616,0.038461538461538464,0.057692307692307696,0.038461538461538464,0.1346153846153846,0.019230769230769232,0.0,0.07692307692307693,0.019230769230769232,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.038461538461538464,0.09615384615384616,0.019230769230769232,0.07692307692307693,0.057692307692307696,0.057692307692307696,0.0,0.0,0.057692307692307696
1,RACT,0.1,0.1,0.2,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.17391304347826086,0.021739130434782608,0.0,0.06521739130434782,0.06521739130434782,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.0,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216
1,RACT,0.1,0.1,0.25,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.17391304347826086,0.021739130434782608,0.0,0.06521739130434782,0.06521739130434782,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.0,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216
1,RACT,0.1,0.1,0.3,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.17391304347826086,0.021739130434782608,0.0,0.06521739130434782,0.06521739130434782,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.0,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216
1,RACT,0.1,0.1,0.35,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.17391304347826086,0.021739130434782608,0.0,0.06521739130434782,0.06521739130434782,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.0,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216
1,RACT,0.1,0.1,0.4,0.08695652173913043,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.17391304347826086,0.021739130434782608,0.0,0.06521739130434782,0.06521739130434782,0.0,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.0,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.043478260869565216
1,Baseline,0.0,0.2,1.0,0.21739130434782608,0.13043478260869565,0.06521739130434782,0.043478260869565216,0.08695652173913043,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.0,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.0
1,Baseline (OAF),0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.19047619047619047,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.0,0.0,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.0,0.05952380952380952,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.023809523809523808,0.08333333333333333
