Fold,Method,Alpha,Budget,Married,Single,Age_lt_25,Age_in_25_to_40,Age_in_40_to_59,Age_geq_60,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue
1,Baseline,0.0,0.1,0.07386920990671778,0.054136429029952526,0.039556554650940455,0.05158133031153493,0.043198138251490756,0.02196911079034789,0.04086974241122111,0.1411361805678427,0.11974161306649639,0.049797445243660296,0.02812659658647884,0.031710583019287655,0.10398860914303185,0.07828843634303584,0.026239618618174382,0.09579040205978666
1,Baseline (OAF),0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1714549344435721,0.21526457774712557,0.1779850305046416,0.08773448675164484,0.07288385010039067,0.08007563781188978,0.1340538489376359,0.06054763370309945,0.0,0.0
1,RACT,0.2,0.1,0.07803392048050635,0.05749990181486069,0.04261267157240588,0.04838186863288625,0.03197741716101688,0.016300376363133657,0.0350017772342435,0.15625147559073713,0.11923396803412084,0.029890973456902108,0.01722547516457704,0.03122366461164408,0.12349003797457313,0.08589986169389519,0.025062220979376975,0.1019143892351203
1,RACT,0.4,0.1,0.07759884432765314,0.06372302443427563,0.06163653486777917,0.05054896611478545,0.03849826019324468,0.019650520057677263,0.030725743885580754,0.1485608232919171,0.12593590902223403,0.02092868240843073,0.017514550033842148,0.02946629607279972,0.12845734051823293,0.08439629422598792,0.012856939374621972,0.08950127117093742
1,RACT,0.6,0.1,0.10062690128141312,0.09454001563324531,0.0695970458602056,0.06401609906225028,0.04596670535441827,0.0276025591488085,0.033514459557824984,0.13804923252479115,0.08947609039535638,0.020661267469374214,0.011109265712327348,0.02451337705573273,0.10416178914294005,0.0514328124331932,0.01781309926097629,0.10691928010714245
1,RACT,0.8,0.1,0.11988181730616032,0.08347097517429104,0.06346081824878545,0.07115211708412048,0.06062616905388308,0.04070274719766423,0.043679253479526677,0.12083922445474898,0.08901683954804832,0.02295217630021277,0.010253907602464836,0.023144430318558906,0.09047973224334382,0.05608401943187938,0.017912406078690015,0.08634336647762175
1,RACT,1.0,0.1,0.1369398222243294,0.12302606959041752,0.07764825895369983,0.08134783260479715,0.06521990944796807,0.02860658956380738,0.03998663646693866,0.12213778569502294,0.08179687484031262,0.027020617844217307,0.012652890741923696,0.017367670115013518,0.10647998037547253,0.04528439085024133,0.0174137556480623,0.0170709150377757
1,Baseline,0.0,0.2,0.06561366169650819,0.06570358184479441,0.04191294127218935,0.046204780376761054,0.040464194078030376,0.01783095248452067,0.040233551708576676,0.13784221470982352,0.1259111390138035,0.04836143412988657,0.030163316654467323,0.029007787424250135,0.10504872663166476,0.07892613689268194,0.02783144254078991,0.09894413854125164
1,Baseline (OAF),0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19238523813065528,0.21376051110880315,0.1712530877072909,0.09394341728464735,0.07893353989573579,0.07313557446739395,0.12228836608139003,0.05430026532408357,0.0,0.0
1,RACT,0.2,0.2,0.07335278592018103,0.06426417284311613,0.044099114189122525,0.05239815645734847,0.046291522694859054,0.021770468647112406,0.03936707478049097,0.14178157540676495,0.12324598229509148,0.027446224712985107,0.016965465077507368,0.03438686192515158,0.11963476409837746,0.07004360149587247,0.021069788360407328,0.10388244109561158
1,RACT,0.4,0.2,0.09023129274295714,0.06197211312139734,0.04908979005754909,0.04805181454608433,0.04100808458150306,0.02844861751420331,0.03561793846475252,0.15061134876163357,0.11234870454441549,0.024525729434495203,0.01404731649291574,0.03989585544755426,0.12918178493147,0.06865574341410566,0.015723300666799157,0.09059056527816423
1,RACT,0.6,0.2,0.11571096419748383,0.08003915711753892,0.057631253190268794,0.07361880847993386,0.03679417407166418,0.028881080330103705,0.030352705403844243,0.12363077263600884,0.09090134227267986,0.020042807504033307,0.013739908854312397,0.037501697177489635,0.10429313052909071,0.05526255302884149,0.019440694285312376,0.11215895092139383
1,RACT,0.8,0.2,0.13470628794453698,0.09647905295733238,0.058482137603113694,0.06525858943989347,0.05662024185197816,0.037375932441850945,0.0397332936299443,0.12625514634718008,0.07220806396698976,0.0267164485004221,0.013590104841137528,0.027510341544012593,0.09640016175010181,0.044815090587860325,0.0190951002521542,0.08475400634149176
1,RACT,1.0,0.2,0.12650982165688107,0.10688450488680569,0.07188598140294222,0.06401945351917136,0.052111682131864685,0.042456853407455634,0.03479704796015718,0.13985452389942163,0.09130447161226879,0.028128263366509126,0.019025681705457098,0.0296470860397059,0.09159289482987967,0.054487782075990185,0.01725265192227675,0.03004129958321306
1,Baseline,0.0,0.4,0.07172812210786922,0.04906984507745562,0.046555452225013574,0.0501630482449804,0.042050855271747685,0.0211932019834542,0.03661248362090118,0.1431626188646331,0.12978191406289555,0.047092257377610774,0.03070717147042647,0.03122598854387461,0.10701348964500347,0.0725505705162189,0.027822293466324307,0.09327068752159091
1,Baseline (OAF),0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.17436425403278577,0.22088934938675728,0.17313824787343046,0.1020210010285871,0.07339649276515924,0.07370869682995185,0.1309702530255669,0.051511705057761356,0.0,0.0
1,RACT,0.2,0.4,0.08150064063209499,0.057554600379985214,0.05376094982087784,0.04508063506092628,0.040269194163075145,0.021304422863768952,0.046849329658807434,0.1477373610196263,0.11890776590940882,0.027959985819728153,0.028935759664748924,0.02885548158874791,0.11488194668939576,0.06916384155193883,0.01975549872147361,0.09748258645539586
